event_key,formation_date,action_date,selection_as_of,ts_code,name,trade_date,trading_day_number,is_action_date,data_status,open,high,low,close,pre_close,pct_chg_percent,volume_shares,amount_cny,adj_factor,entry_open_raw,entry_open_adjusted,open_return_since_entry,high_return_since_entry,low_return_since_entry,close_return_since_entry,max_close_return_so_far,max_high_return_so_far,mae_since_entry,close_drawdown_from_peak,available_at,availability_precision,quality_status,price_basis
formal:2026-08-19:002508.SZ:selected,2026-08-19,2026-08-20,2026-08-20T09:05:00+08:00,002508.SZ,老板电器,2026-08-31,8,False,available,16.12,16.36,15.88,15.9,16.06,-0.9963,10604577.0,170373832.66,8.2167,16.43,135.00038099999998,-0.01886792452830166,-0.004260499087035852,-0.03347534996956758,-0.03225806451612878,0.008520998174071925,0.017650639074863195,-0.0346926354230066,-0.040434520217259906,2026-08-31T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:600601.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,600601.SH,方正科技,2026-08-21,1,True,available,12.25,12.68,12.01,12.46,12.32,1.1364,144133187.0,1789444728.0,6471.278,12.25,79273.15550000001,0.0,0.03510204081632651,-0.019591836734694,0.017142857142857126,0.017142857142857126,0.03510204081632651,-0.019591836734694,0.0,2026-08-21T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:600601.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,600601.SH,方正科技,2026-08-24,2,False,available,12.45,12.45,11.21,11.54,12.46,-7.3836,210266942.0,2454648558.0,6471.278,12.25,79273.15550000001,0.01632653061224487,0.01632653061224487,-0.08489795918367349,-0.05795918367346953,0.017142857142857126,0.03510204081632651,-0.08489795918367349,-0.07383627608346721,2026-08-24T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:600601.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,600601.SH,方正科技,2026-08-25,3,False,available,11.27,11.76,11.08,11.55,11.54,0.0867,126654202.0,1447712512.0,6471.278,12.25,79273.15550000001,-0.08000000000000007,-0.04000000000000015,-0.09551020408163269,-0.05714285714285716,0.017142857142857126,0.03510204081632651,-0.09551020408163269,-0.0730337078651685,2026-08-25T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:600601.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,600601.SH,方正科技,2026-08-26,4,False,available,11.58,11.86,11.26,11.6,11.55,0.4329,110167164.99999999,1275104077.0,6471.278,12.25,79273.15550000001,-0.05469387755102051,-0.0318367346938776,-0.08081632653061233,-0.053061224489796,0.017142857142857126,0.03510204081632651,-0.09551020408163269,-0.0690208667736758,2026-08-26T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:600601.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,600601.SH,方正科技,2026-08-27,5,False,available,11.74,12.59,11.7,12.43,11.6,7.1552,181643217.0,2225031777.0,6471.278,12.25,79273.15550000001,-0.041632653061224434,0.027755102040816215,-0.044897959183673564,0.01469387755102014,0.017142857142857126,0.03510204081632651,-0.09551020408163269,-0.0024077046548959258,2026-08-27T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:600601.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,600601.SH,方正科技,2026-08-28,6,False,available,12.32,12.98,12.23,12.33,12.43,-0.8045,157788759.0,1990310291.0,6471.278,12.25,79273.15550000001,0.005714285714285783,0.059591836734693926,-0.0016326530612245094,0.0065306122448980375,0.017142857142857126,0.059591836734693926,-0.09551020408163269,-0.010433386837881087,2026-08-28T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:600601.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,600601.SH,方正科技,2026-08-31,7,False,available,12.09,12.84,12.07,12.79,12.33,3.7307,147643410.0,1844432819.0,6471.278,12.25,79273.15550000001,-0.013061224489796075,0.04816326530612236,-0.014693877551020362,0.04408163265306109,0.04408163265306109,0.059591836734693926,-0.09551020408163269,0.0,2026-08-31T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603993.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603993.SH,洛阳钼业,2026-08-21,1,True,available,18.39,18.73,18.19,18.62,18.27,1.9157,175804884.0,3255228804.0,3.7371,18.39,68.725269,0.0,0.018488308863512604,-0.010875475802066159,0.012506797172376238,0.012506797172376238,0.018488308863512604,-0.010875475802066159,0.0,2026-08-21T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603993.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603993.SH,洛阳钼业,2026-08-24,2,False,available,19.0,19.35,18.72,18.99,18.62,1.9871,300106849.0,5725236368.0,3.7371,18.39,68.725269,0.03317020119630221,0.05220228384991854,0.01794453507340954,0.03262642740619892,0.03262642740619892,0.05220228384991854,-0.010875475802066159,0.0,2026-08-24T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603993.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603993.SH,洛阳钼业,2026-08-25,3,False,available,18.8,18.94,18.18,18.42,18.99,-3.0016,186333865.0,3440586915.0,3.7371,18.39,68.725269,0.022294725394236048,0.029907558455682492,-0.011419249592169667,0.0016313213703100793,0.03262642740619892,0.05220228384991854,-0.011419249592169667,-0.03001579778830943,2026-08-25T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603993.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603993.SH,洛阳钼业,2026-08-26,4,False,available,18.56,19.99,18.56,19.59,18.42,6.3518,466911944.00000006,9082612405.0,3.7371,18.39,68.725269,0.009244154431756302,0.08700380641653083,0.009244154431756302,0.06525285481239806,0.06525285481239806,0.08700380641653083,-0.011419249592169667,0.0,2026-08-26T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603993.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603993.SH,洛阳钼业,2026-08-27,5,False,available,19.23,19.63,19.15,19.51,19.59,-0.4084,258420874.00000003,5003965615.0,3.7371,18.39,68.725269,0.04567699836867867,0.06742794997281121,0.04132680804785194,0.060902664491571556,0.06525285481239806,0.08700380641653083,-0.011419249592169667,-0.0040837161817253165,2026-08-27T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603993.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603993.SH,洛阳钼业,2026-08-28,6,False,available,19.5,19.73,19.11,19.51,19.51,0.0,186902155.0,3629095914.0,3.7371,18.39,68.725269,0.06035889070146805,0.07286568787384451,0.039151712887438794,0.060902664491571556,0.06525285481239806,0.08700380641653083,-0.011419249592169667,-0.0040837161817253165,2026-08-28T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603993.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603993.SH,洛阳钼业,2026-08-31,7,False,available,18.88,19.1,18.45,19.06,19.51,-2.3065,199380295.0,3746587199.0,3.7371,18.39,68.725269,0.026644915715062334,0.03860793909733573,0.0032626427406199365,0.036432843936922144,0.06525285481239806,0.08700380641653083,-0.011419249592169667,-0.027054619703930638,2026-08-31T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603969.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603969.SH,银龙股份,2026-08-21,1,True,available,7.19,7.47,7.16,7.3,7.23,0.9682,19522674.0,143464080.0,4.8099,7.19,34.583181,0.0,0.03894297635604982,-0.00417246175243402,0.015299026425590778,0.015299026425590778,0.03894297635604982,-0.00417246175243402,0.0,2026-08-21T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
formal:2026-08-20:603969.SH:selected,2026-08-20,2026-08-21,2026-08-21T09:10:00+08:00,603969.SH,银龙股份,2026-08-24,2,False,available,7.32,7.34,7.08,7.1,7.3,-2.7397,17885769.0,128132979.0,4.8099,7.19,34.583181,0.018080667593880495,0.020862308762169546,-0.015299026425591222,-0.01251738525730195,0.015299026425590778,0.03894297635604982,-0.015299026425591222,-0.02739726027397249,2026-08-24T07:01:00+00:00,inferred_from_endpoint_policy,passed,raw_ohlc; cumulative_returns_use_ohlc_times_adj_factor
